iter	Logloss
312	0.09041717016
313	0.09010190963
314	0.08985812211
315	0.08961845375
316	0.0892583634
317	0.08896370848
318	0.08858215392
319	0.08826476597
320	0.0880145139
321	0.0877202877
322	0.08756140536
323	0.0872741766
324	0.08694279989
325	0.08674868012
326	0.08657361825
327	0.08639831306
328	0.08620062312
329	0.08602253904
330	0.08581773993
331	0.08567088032
332	0.0854644739
333	0.08523637595
334	0.08503392256
335	0.0847750785
336	0.08450941272
337	0.08424802759
338	0.08404880601
339	0.08385803461
340	0.08355631738
341	0.08339056015
342	0.0832091006
343	0.08301351738
344	0.08285540949
345	0.08265462209
346	0.08240206663
347	0.0822388695
348	0.08209648665
349	0.08188368668
350	0.08173752903
351	0.08154261974
352	0.08139808861
353	0.08123116977
354	0.08106568747
355	0.08096838308
356	0.08078109006
357	0.08050893873
358	0.08033928255
359	0.08016938399
360	0.0800842975
361	0.07997125878
362	0.07971480331
363	0.07953262499
364	0.0792970085
365	0.07911795134
366	0.07881235324
367	0.07863760629
368	0.07846771928
369	0.07819336497
370	0.07799468196
371	0.07783012417
372	0.07767183449
373	0.07742818785
374	0.07723186216
375	0.07714429299
376	0.07693232634
377	0.07673838029
378	0.07650812312
379	0.07622457846
380	0.07602379079
381	0.07584508378
382	0.07566517793
383	0.07557933561
384	0.07552135821
385	0.07532587129
386	0.07507819649
387	0.0749032624
388	0.07472204202
389	0.07455929499
390	0.07441063487
391	0.07420557463
392	0.074054683
393	0.07382169725
394	0.07362814341
395	0.07346966533
396	0.07326602188
397	0.07309767442
398	0.07287396587
399	0.07278177405
400	0.07259050071
401	0.07238576826
402	0.07218116173
403	0.07201619502
404	0.07181571783
405	0.0717039272
406	0.07157775874
407	0.07148957668
408	0.07129529089
409	0.07109400637
410	0.07092101424
411	0.07070819308
412	0.07051811908
413	0.07041510017
414	0.07030754687
415	0.07014333137
416	0.06994062913
417	0.06977983534
418	0.06961486218
419	0.06938888826
420	0.06922970266
421	0.06909011275
422	0.06897639733
423	0.06874859395
424	0.06862038136
425	0.0684839662
426	0.06838984531
427	0.06825890913
428	0.0681482501
429	0.06806951901
430	0.06795661964
431	0.0678250388
432	0.06770348551
433	0.06760724867
434	0.06744168921
435	0.06729720931
436	0.06707986968
437	0.06699591946
438	0.06683731073
439	0.06665014237
440	0.06646623899
441	0.06642534757
442	0.06629649135
443	0.06606100065
444	0.06594698655
445	0.06579917207
446	0.06564516626
447	0.06549298754
448	0.06533928214
449	0.06519936993
450	0.06507787888
451	0.06498745687
452	0.06482201286
453	0.06471031463
454	0.06455673276
455	0.06447726421
456	0.06441866788
457	0.06425342489
458	0.06410345927
459	0.06397497243
460	0.06381159748
461	0.06370671254
462	0.06356228008
463	0.06344852614
464	0.06329564424
465	0.06309415048
466	0.06301150521
467	0.0628924726
468	0.06280181167
469	0.06271326787
470	0.06257547137
471	0.06238754153
472	0.06227742606
473	0.06210615024
474	0.06205786907
475	0.06199036578
476	0.06187342809
477	0.06173343413
478	0.06153336396
479	0.06132359139
480	0.06122357444
481	0.06106490244
482	0.06098925962
483	0.06092893699
484	0.06078574976
485	0.06059746573
486	0.06047326118
487	0.06031851045
488	0.06025971839
489	0.06014405901
490	0.06010363843
491	0.05997959763
492	0.0598158794
493	0.05966512934
494	0.05959726422
495	0.05941943024
496	0.05925904754
497	0.05909683507
498	0.05898413228
499	0.05879133774
500	0.058638993
501	0.05848817437
502	0.05836068106
503	0.05824478844
504	0.05805122882
505	0.05794702479
506	0.05784032927
507	0.05774393597
508	0.05768989122
509	0.0575438053
510	0.05745633352
511	0.05735879809
512	0.0572477947
513	0.05714501759
514	0.05702377504
515	0.05693609847
516	0.05678727756
517	0.05674004991
518	0.05671625046
519	0.05657455116
520	0.05647324412
521	0.05641318922
522	0.05625157981
523	0.05613038301
524	0.05606257264
525	0.05594787113
526	0.05582770344
527	0.05573738196
528	0.05555861432
529	0.0554185802
530	0.05528484971
531	0.05512467806
532	0.05501688455
533	0.05486689247
534	0.05476707072
535	0.05467059447
536	0.05456449554
537	0.05444276854
538	0.05435177271
539	0.05421920406
540	0.05409784286
541	0.05403773726
542	0.05397215825
543	0.0538711124
544	0.05376932436
545	0.05368853151
546	0.05362980304
547	0.05349914271
548	0.0534041107
549	0.05332967001
550	0.05322976292
551	0.053094907
552	0.05299363623
553	0.05290895894
554	0.05278415721
555	0.05272901986
556	0.05259182849
557	0.05248980838
558	0.05235292908
559	0.05229238449
560	0.05222587215
561	0.05215099359
562	0.05209347481
563	0.05196556605
564	0.05192623487
565	0.05177851035
566	0.05173499691
567	0.05160686308
568	0.05146817488
569	0.05140925553
570	0.05130138236
571	0.05128934389
572	0.05120403482
573	0.05111569063
574	0.05098321462
575	0.05090046608
576	0.05076077701
577	0.05065462281
578	0.05053099654
579	0.05042669504
580	0.05033204523
581	0.05028622454
582	0.05020719019
583	0.0501150029
584	0.05000893849
585	0.04988825377
586	0.04975267037
587	0.0496786578
588	0.04958957468
589	0.04952951589
590	0.04941417391
591	0.04932439596
592	0.04924755879
593	0.04915989834
594	0.0490693481
595	0.04894691516
596	0.04882295575
597	0.04872575051
598	0.04861377137
599	0.04848330804
600	0.0483989004
601	0.04830847137
602	0.04825533595
603	0.04813882379
604	0.04800454546
605	0.04788953208
606	0.04779668918
607	0.04770842572
608	0.04762850497
609	0.04755114785
610	0.04745567401
611	0.04739243573
612	0.0472832806
613	0.04722673571
614	0.04711874663
615	0.0470264102
616	0.0469668496
617	0.04686947267
618	0.0467452787
619	0.04663280252
620	0.04651732869
621	0.04642779943
622	0.04633767109
623	0.04621717378
624	0.0461476279
625	0.04602247825
626	0.04592447006
627	0.04585195727
628	0.04575383803
629	0.0456230833
630	0.04556680335
631	0.04549822756
632	0.04541443745
633	0.04540451927
634	0.04527549322
635	0.04519611868
636	0.04512538178
637	0.04508474969
638	0.04496647508
639	0.04486764641
640	0.04483200187
641	0.04477902162
642	0.04468759049
643	0.04462300015
644	0.0445154482
645	0.04446629298
646	0.04434624401
647	0.04425687609
648	0.04415087215
649	0.04409036181
650	0.044009349
651	0.04397053348
652	0.04392424504
653	0.04385126063
654	0.04376983326
655	0.04371165502
656	0.04362682634
657	0.04353134222
658	0.04348435075
659	0.04335995954
660	0.04323996499
661	0.04312872246
662	0.04306009177
663	0.04296084411
664	0.04284523099
665	0.04276663758
666	0.0426805415
667	0.04256039481
668	0.0425385579
669	0.04247658873
670	0.04238307651
671	0.04231475454
672	0.04227479426
673	0.04223710086
674	0.04213812012
675	0.04204609618
676	0.04200064058
677	0.0419186684
678	0.0418070209
679	0.04174012093
680	0.04167372495
681	0.04162017514
682	0.04157900077
683	0.04148359073
684	0.04140976508
685	0.04136922916
686	0.04127225438
687	0.04118469453
688	0.04108990989
689	0.04103250043
690	0.04098819944
691	0.04089498314
692	0.04079820441
693	0.04073617787
694	0.04069547794
695	0.040632293
696	0.04057617348
697	0.04049683526
698	0.04041373748
699	0.04037535545
700	0.04027751513
701	0.04019864081
702	0.04007409247
703	0.03996887619
704	0.03989035246
705	0.03982620446
706	0.03977140184
707	0.0396869432
708	0.03968160826
709	0.03961967026
710	0.03957071486
711	0.03950677901
712	0.03938346134
713	0.03931562017
714	0.0392568406
715	0.03917809744
716	0.03910996508
717	0.03903556212
718	0.03897878895
719	0.03888311157
720	0.03882668919
721	0.03875346098
722	0.03869166031
723	0.03862247542
724	0.03852721859
725	0.03845231551
726	0.03836433864
727	0.03828447251
728	0.03819881498
729	0.03814388808
730	0.03807304858
731	0.0380219282
732	0.03794118638
733	0.03787662265
734	0.03779785468
735	0.0377733996
736	0.0377589926
737	0.03769799556
738	0.03763353729
739	0.03754354243
740	0.03747391273
741	0.03741695409
742	0.03733820188
743	0.03723793973
744	0.03716277929
745	0.0371181611
746	0.03705022891
747	0.03693886571
748	0.03688908423
749	0.03679526557
750	0.03671441368
751	0.03665839433
752	0.03658455808
753	0.03654023206
754	0.03643712901
755	0.03637288976
756	0.0362743059
757	0.03619292572
758	0.03613879481
759	0.03603682517
760	0.03597895371
761	0.03591929089
762	0.03585719091
763	0.0358020725
764	0.03576316431
765	0.03572004228
766	0.03565110586
767	0.0356404488
768	0.03556292812
769	0.03551042245
770	0.03544459858
771	0.0353908427
772	0.03533353803
773	0.03527305373
774	0.0352380938
775	0.03516791489
776	0.03509588144
777	0.03506050132
778	0.03496571462
779	0.03490663761
780	0.03485546204
781	0.03480074216
782	0.03474234836
783	0.03466458144
784	0.03459733691
785	0.03454457218
786	0.03450957742
787	0.0344538493
788	0.03441006275
789	0.03436877956
790	0.03432511576
791	0.0342907922
792	0.03423239428
793	0.03420949635
794	0.03414186054
795	0.03409629146
796	0.03403297904
797	0.03394142511
798	0.03387737271
799	0.03382430315
800	0.03375712446
801	0.03369575801
802	0.03363652446
803	0.03355469737
804	0.03347068281
805	0.0334107103
806	0.03333287028
807	0.03327051384
808	0.03320748734
809	0.03317295129
810	0.03313734047
811	0.03306735964
812	0.03300620842
813	0.03296487562
814	0.03292836988
815	0.0328793327
816	0.03283930277
817	0.03279843124
818	0.03273808342
819	0.03268498182
820	0.0326549151
821	0.03259770001
822	0.03255699111
823	0.03252261137
824	0.03248100906
825	0.03240705324
826	0.0323517757
827	0.03228142514
828	0.03223859308
829	0.03217410672
830	0.03210434528
831	0.03204820487
832	0.03199271007
833	0.03194141385
834	0.03188661275
835	0.03183266222
836	0.03177709669
837	0.03173351617
838	0.03169607166
839	0.03162250835
840	0.03158758042
841	0.03155285587
842	0.03151293889
843	0.0314735125
844	0.03143052089
845	0.03136749522
846	0.0313217995
847	0.03126375186
848	0.03120011429
849	0.03117473584
850	0.03113431688
851	0.03109935263
852	0.0310473727
853	0.03100499767
854	0.03094097781
855	0.03092133399
856	0.03088845865
857	0.03083719576
858	0.03077000414
859	0.03073611652
860	0.03069231101
861	0.03067358394
862	0.03062205808
863	0.03056083167
864	0.03051647146
865	0.03044867144
866	0.0303776808
867	0.03032983664
868	0.03027412536
869	0.03019994535
870	0.03016402282
871	0.03012639415
872	0.03008268294
873	0.03002696237
874	0.02999403867
875	0.02993633373
876	0.029893536
877	0.02980887742
878	0.02978753548
879	0.02974312229
880	0.02969659471
881	0.02964090206
882	0.02959430813
883	0.02955148575
884	0.02950954293
885	0.02947211583
886	0.02940675479
887	0.02937583647
888	0.02933543045
889	0.02929317744
890	0.02921721732
891	0.02917004644
892	0.02911415895
893	0.02905916307
894	0.02902459306
895	0.02898392621
896	0.02897598414
897	0.02892185698
898	0.02886708786
899	0.02882287596
900	0.02880339732
901	0.02874965464
902	0.02870553842
903	0.02866243216
904	0.02862074402
905	0.02859227323
906	0.02855365302
907	0.02853164677
908	0.0284804901
909	0.02842913559
910	0.0283853405
911	0.02834066123
912	0.0283086414
913	0.02828994699
914	0.02823868302
915	0.02821074489
916	0.02815554979
917	0.028106108
918	0.02806540515
919	0.02802700004
920	0.02796268096
921	0.02789818493
922	0.0278335815
923	0.02780223905
924	0.02774819909
925	0.02772545421
926	0.02766962348
927	0.0276317875
928	0.02760048368
929	0.02755135794
930	0.02749963834
931	0.02743019794
932	0.02738380389
933	0.02735544598
934	0.02732835698
935	0.02728180974
936	0.02725003815
937	0.02722320953
938	0.02717615497
939	0.02712526178
940	0.02709116103
941	0.02707411697
942	0.02702087289
943	0.02698379844
944	0.02692592403
945	0.026873337
946	0.02685014265
947	0.02680502592
948	0.02676202529
949	0.02671442728
950	0.02668200298
951	0.02665046005
952	0.02661927552
953	0.02659202975
954	0.02654705336
955	0.0265104951
956	0.02647158756
957	0.02644530014
958	0.02640955747
959	0.02635268702
960	0.02629642371
961	0.02625714779
962	0.02619491622
963	0.0261513939
964	0.02610313613
965	0.02606225504
966	0.02601599183
967	0.02597124631
968	0.0259263854
969	0.02589719875
970	0.02586531701
971	0.02581961829
972	0.02575922215
973	0.02571862393
974	0.02565922635
975	0.0256394599
976	0.02559974379
977	0.02554740675
978	0.02550479509
979	0.02547820746
980	0.02545320549
981	0.02540004012
982	0.02537137955
983	0.02532768182
984	0.02528220276
985	0.02524356568
986	0.0252125727
987	0.02516303111
988	0.02512412417
989	0.02510320141
990	0.02504739549
991	0.02503504705
992	0.02499567038
993	0.02496716923
994	0.02492863155
995	0.02489187397
996	0.02484079549
997	0.02480831014
998	0.02476338793
999	0.02471557997
